,node,ks,kdeg,pr,m,ksum,k2sum
16817,138179179,6,6,9.0,1,0,0
16818,15698164,3,3,19.0,1,0,0
16819,376787654,8,12,26.0,36433,96,678080
16820,124557189,14,17,13.0,36433,192,605920
16821,20067341,11,17,23.0,1,0,0
16822,16672410,7,7,9.0,36433,436,1350273
16823,39877811,4,4,12.0,36433,22,177054
16824,28424537,10,19,16.0,36433,306,1405723
16825,384664689,18,21,7.000000000000001,36433,1698,3943141
16826,266137142,8,8,9.0,1,0,0
16827,49560206,4,5,5.0,36433,42,167765
16828,11595222,6,9,25.0,36433,48,185562
16829,31661100,8,11,10.0,36433,110,571651
16830,518253104,5,5,20.0,36433,17,84048
16831,28215610,12,12,12.0,36433,294,1403488
16832,23833610,6,7,10.0,36433,88,537955
16833,18026506,5,5,9.0,1,0,0
16834,35023552,4,4,6.0,36433,336,996877
16835,423221816,10,10,8.0,36433,266,1334920
16836,72124167,6,6,10.0,1,0,0
16837,246369635,2,2,5.0,36434,126,354314
16838,125653548,5,6,16.0,36433,16,117732
16839,119235800,5,10,20.0,36433,50,235190
16840,92435040,11,25,20.0,36433,559,2523026
16841,148608852,5,6,83.0,2,6,16841
16842,42116387,8,10,8.0,36433,144,763988
16843,422225793,3,3,7.000000000000001,36433,42,358156
16844,58668255,7,8,14.000000000000002,1,0,0
16845,152821342,11,14,7.000000000000001,36433,271,792157
16846,30064387,12,22,19.0,36433,374,1633124
16847,88399343,10,14,17.0,36433,223,1360163
16848,20262508,5,5,5.0,36433,1008,225416
16849,190667026,9,10,11.0,36433,266,932484
16850,43353784,4,4,9.0,1,0,0
16851,35974260,5,6,12.0,36433,190,1293030
16852,15470069,5,5,10.0,36433,108,839517
16853,110616795,10,12,17.0,36433,111,495146
16854,127674827,2,2,7.000000000000001,1,0,0
16855,116681347,8,8,14.000000000000002,1,0,0
16856,24733673,6,6,10.0,1,0,0
16857,109090204,3,3,8.0,1,0,0
16858,182685687,4,4,9.0,1,0,0
16859,310941705,6,10,8.0,36433,348,1554532
16860,89078728,8,8,12.0,1,0,0
16861,53179880,1,1,6.0,1,0,0
16862,29651039,1,1,5.0,1,0,0
16863,38764415,14,22,14.000000000000002,36433,497,2030779
16864,19568974,3,3,5.0,36434,388,1319617
16865,362344275,2,2,6.0,36434,57,456669
16866,50502178,7,7,11.0,1,0,0
16867,13872872,32,49,23.0,36433,3682,6552707
16868,227866051,6,6,9.0,2,17,0
16869,38763817,14,23,15.0,36433,542,2280702
16870,224063456,4,5,8.0,36433,12,15628
16871,14632831,11,16,11.0,36433,998,1099276
16872,61972805,3,3,6.0,36433,13,120801
16873,144568375,8,8,15.0,1,0,0
16874,280664424,4,4,5.0,36433,142,540009
16875,58677272,8,8,12.0,1,0,0
16876,389863660,3,4,5.0,36435,166,1179198
16877,38094287,4,4,5.0,36433,206,1373609
16878,84416621,4,5,15.0,36433,106,839517
16879,407829757,6,6,6.0,36433,274,1354225
16880,98677089,4,4,9.0,1,0,0
16881,131090078,5,5,10.0,1,0,0
16882,311241471,5,5,8.0,1,0,0
16883,45797521,3,3,7.000000000000001,36433,107,856427
16884,14520230,5,6,17.0,36433,24,151111
16885,135035909,6,6,11.0,1,0,0
16886,133182155,1,1,5.0,1,0,0
16887,13699792,3,3,6.0,36433,111,495146
16888,35428868,5,5,20.0,36433,17,84048
16889,150182681,5,6,16.0,36433,22,117732
16890,105965315,4,4,11.0,36433,9,83923
16891,304239150,1,1,5.0,4,32,3736
16892,14717791,3,3,6.0,36433,414,874129
16893,440370420,1,1,5.0,3,6,16784
16894,43697254,2,2,6.0,1,0,0
16895,110272768,2,2,6.0,36433,20,218419
16896,21664866,1,1,5.0,1,0,0
16897,46821835,2,2,5.0,36434,130,884820
16898,119372054,17,17,11.0,36433,1309,2525682
16899,244655353,51,71,79.0,36433,3322,5744084
16900,151938700,48,56,51.0,36433,3762,13833991
16901,14099834,49,73,35.0,36433,6458,7777574
16902,17544803,22,22,23.0,1,0,0
16903,16443393,49,69,41.0,36433,5378,6383424
16904,113490650,47,64,36.0,36433,3128,4720537
16905,48847011,46,51,31.0,36433,6286,9939557
16906,435926182,49,102,20.0,36433,9865,11198423
16907,20150502,53,121,33.0,36433,12614,16352412
16908,13783772,53,183,72.0,36433,27933,46190707
16909,9532402,53,124,135.0,36433,6755,16251277
16910,140139538,49,59,5.0,36433,10561,11833300
16911,37759047,68,234,99.0,36433,30810,38166782
16912,71048726,49,86,28.000000000000004,36433,7554,7392606
16913,36951816,50,68,24.0,36433,9661,18043699
16914,52070270,51,68,47.0,36433,7785,8141882
16915,14251225,53,103,50.0,36433,10937,12132024
16916,132948409,49,63,12.0,36433,7903,9636578
16917,11856892,35,38,35.0,36433,2200,11295817
16918,26792275,50,79,46.0,36433,5162,9433522
16919,14295896,51,71,6.0,36433,12191,22216346
16920,22951927,49,83,13.0,36433,7533,9512027
16921,15731368,53,85,87.0,36433,4120,4141605
16922,50325797,53,106,97.0,36433,7035,8933974
16923,72587317,30,30,12.0,36433,2184,3671016
16924,60357681,39,43,21.0,36433,1885,3772768
16925,17369005,49,82,35.0,36433,6439,15825201
16926,16017475,53,180,196.0,36433,9998,23278068
16927,22958682,21,21,113.0,36433,3744,5435285
16928,16012783,53,176,118.0,36433,15556,35548182
16929,14246001,53,308,124.0,36433,25164,33192505
16930,18812301,53,100,70.0,36433,11758,26811496
16931,23112236,53,120,28.000000000000004,36433,18138,27011623
16932,41814169,50,81,93.0,36433,7781,8489161
16933,42958829,68,290,75.0,36433,21430,16109838
16934,22685638,43,49,10.0,36433,5569,10111064
16935,63004503,51,79,67.0,36433,5495,9611263
16936,31203,53,131,23.0,36433,15924,15991529
16937,149180925,46,58,24.0,36433,4941,9875496
16938,37044152,9,9,12.0,36433,34,80752
16939,14412533,53,110,123.0,36433,7056,18695142
16940,18622869,53,120,146.0,36433,6618,10314706
16941,12193342,53,141,114.0,36433,11113,14589365
16942,54972010,25,25,12.0,36433,1294,2865193
16943,9655472,43,48,26.0,36433,3397,7445680
16944,9300262,53,86,46.0,36433,6838,10093791
16945,6141832,68,313,319.0,36433,11854,17258761
16946,8383592,34,36,31.0,36433,2126,13571010
16947,2467791,61,271,270.0,36433,13050,26633397
16948,34394473,48,67,17.0,36433,8449,19746740
16949,2996801,41,96,36.0,36433,6450,20203639
16950,14717197,53,90,65.0,36433,9424,12280556
16951,15956067,51,76,29.0,36433,10231,16477587
16952,136359464,49,93,27.0,36433,4802,5532109
16953,522282462,39,42,62.0,36433,2484,3430288
16954,29514159,29,29,18.0,36433,1675,4526406
16955,80617430,53,138,68.0,36433,11855,10485967
16956,19541375,16,16,24.0,1,0,0
16957,20109973,53,98,69.0,36433,9627,23084043
16958,22059385,49,68,18.0,36433,9554,21504881
16959,14437914,53,143,56.99999999999999,36433,15255,28176436
16960,17469492,53,99,16.0,36433,13090,17789694
16961,17074440,53,139,175.0,36433,10177,11352032
16962,97532053,49,63,26.0,36433,3714,6442378
16963,15012486,43,60,71.0,36433,3009,13190614
16964,17134268,68,301,124.0,36433,17248,18674996
16965,76133464,30,31,12.0,36433,1262,3066485
16966,8839632,38,45,29.0,36433,4850,10734028
16967,23030211,49,65,29.0,36433,2900,4658381
16968,7744592,53,160,129.0,36433,13671,19580316
16969,33515703,47,56,41.0,36433,6695,7350706
16970,20651511,46,54,13.0,36433,4148,5933981
16971,47345734,35,37,10.0,36433,2833,5005551
16972,45332531,39,44,21.0,36433,2206,3690172
16973,48037533,50,79,23.0,36433,8942,11284980
16974,20402945,28,34,24.0,36433,3510,9221025
16975,19079396,51,71,17.0,36433,10510,14641596
16976,14287094,46,70,44.0,36433,3309,8413650
16977,43081138,42,51,13.0,36433,6114,9989286
16978,15087011,64,187,134.0,36433,13528,21069969
16979,15896625,50,62,26.0,36433,8344,19900670
16980,18451200,36,36,24.0,36433,4983,8869022
16981,4119741,66,197,125.0,36433,9572,19964688
16982,18994661,51,88,34.0,36433,8880,9660408
16983,15329102,51,101,22.0,36433,12744,14326294
16984,177707651,36,41,26.0,36433,401,1574321
16985,19740592,31,34,46.0,36433,370,1322377
16986,403623313,32,37,10.0,36433,2302,3959032
16987,27901418,34,35,178.0,36433,1187,4392253
16988,4310571,53,70,41.0,36433,9271,13314294
16989,66458240,29,30,6.0,36433,6922,21233928
16990,47707475,51,102,76.0,36433,6317,8520936
16991,17044233,43,44,48.0,36433,3006,4537120
16992,14856348,29,30,14.000000000000002,36433,4321,13926851
16993,89820928,53,76,56.99999999999999,36433,7003,8693347
16994,4278201,53,137,73.0,36433,13359,33913834
16995,13783982,53,100,15.0,36433,12139,13738782
16996,34739408,34,35,12.0,36433,6147,8028574
16997,78400205,49,69,68.0,36433,4118,13622897
16998,163598915,40,43,36.0,36433,2842,6254893
16999,16399949,64,178,138.0,36433,11747,16963058
17000,266187076,45,54,31.0,36433,3395,5378873
17001,13784642,41,52,24.0,36433,2681,6674959
17002,30043495,46,52,151.0,36433,6328,8407166
17003,79758023,19,19,12.0,1,0,0
17004,115710058,49,71,20.0,36433,7301,9400335
17005,235592999,51,121,26.0,36433,11234,11376224
17006,15446531,47,54,60.0,36433,1914,3199144
17007,494414941,36,44,8.0,36433,3729,4562770
17008,18918784,51,112,33.0,36433,12648,13092208
17009,69329527,24,24,5.0,36433,4001,8272893
17010,48354754,21,21,13.0,36433,1532,10506396
17011,52796949,29,31,27.0,1,0,0
17012,6577642,53,96,24.0,36433,18336,45383449
17013,130540077,49,85,11.0,36433,9613,16005282
17014,9636632,30,32,17.0,36433,4758,16655707
17015,23785875,11,11,10.0,36433,2805,5524760
17016,103896200,33,38,14.000000000000002,36433,3932,9374876
17017,20067354,22,22,27.0,36433,690,1806218
17018,340441440,48,61,30.0,36433,2324,3443989
17019,111691454,32,32,21.0,36433,843,2434853
17020,21268897,51,91,85.0,36433,4027,7149118
17021,40320565,28,33,7.000000000000001,36433,6348,20767414
17022,22685200,51,111,268.0,36433,16045,26725405
17023,17369093,4,4,9.0,1,0,0
17024,37269308,48,63,31.0,36433,4184,7254371
17025,26961152,10,10,11.0,1,0,0
17026,12804312,29,29,14.000000000000002,36433,4246,15326774
17027,14345113,39,41,17.0,36433,8447,19381443
17028,57741304,46,59,16.0,36433,6367,9592396
17029,158426909,42,63,68.0,36433,5012,5996452
17030,119829799,68,190,67.0,36433,11814,17223662
17031,14133259,19,20,12.0,36433,2334,11959106
17032,5242,19,20,9.0,36433,2659,5261283
17033,20326651,13,16,10.0,36433,2304,2425532
17034,164412502,50,62,32.0,36433,6345,7212836
17035,76404002,29,30,15.0,36433,4329,7021700
17036,178997867,6,6,7.000000000000001,36433,238,1666109
17037,17027590,15,15,9.0,36433,1885,4760066
17038,190727735,11,11,11.0,1,0,0
17039,44334701,7,7,7.000000000000001,36433,667,2051589
17040,34599285,16,16,12.0,36433,1047,3179289
17041,17918704,31,36,24.0,36433,4005,13508654
17042,16477691,8,8,5.0,36433,3131,11739579
17043,21918310,31,33,14.000000000000002,36433,2680,7864881
17044,137797700,8,11,10.0,36433,1416,10524514
17045,36074927,17,18,7.000000000000001,36433,2100,3809730
17046,18776942,68,177,109.0,36433,4773,6969996
17047,57387804,7,7,5.0,36433,906,2329706
17048,69140561,12,15,16.0,36433,984,2067516
17049,44005501,16,16,6.0,36433,1826,2396692
17050,46406869,4,4,6.0,36433,547,2470073
17051,25360971,7,7,7.000000000000001,36433,584,1597054
17052,120176950,55,209,91.0,36433,16080,20066381
17053,43425975,6,6,8.0,1,0,0
17054,52484614,8,8,9.0,36433,313,922678
17055,7494482,6,6,6.0,36433,719,3275182
17056,172048532,11,11,9.0,1,0,0
17057,28278084,1,1,5.0,1,0,0
17058,21405387,3,3,5.0,36433,331,1626448
17059,12112,7,7,6.0,36433,451,1928821
17060,13497772,4,4,7.000000000000001,1,0,0
17061,1905521,5,5,13.0,1,0,0
17062,17369217,6,6,8.0,36433,15,60756
17063,9147512,3,3,6.0,1,0,0
17064,58245916,1,1,5.0,1,0,0
17065,22833172,2,2,5.0,1,0,0
17066,15436933,2,2,6.0,1,0,0
17067,438671704,2,2,5.0,1,0,0
17068,15315984,2,2,8.0,36433,2309,13371629
17069,22592208,1,1,5.0,36434,2309,13371629
17070,23391896,1,1,8.0,1,0,0
17071,17060769,2,2,8.0,36433,2309,13371629
17072,15445311,2,2,8.0,36433,2309,13371629
17073,16849405,12,38,68.0,36433,299,1686040
17074,16626588,12,29,19.0,36433,4421,4746339
17075,801750,7,7,5.0,36434,860,3818603
17076,15006743,46,104,43.0,36433,5715,10421456
17077,6351922,15,35,27.0,36433,2704,6719796
17078,14329845,47,55,34.0,36433,4897,9278436
17079,376544603,5,6,5.0,36434,1099,2463628
17080,14082692,5,13,53.0,7,30,85510
17081,9215692,3,3,8.0,36433,49,441246
17082,15430305,7,7,11.0,36433,601,1679285
17083,14904039,1,1,5.0,8,13,68412
17084,2404041,10,12,7.000000000000001,36433,1622,3874520
17085,14336347,12,14,11.0,36433,1286,3756972
17086,58641627,5,7,19.0,36433,55,443146
17087,14186348,13,19,25.0,36433,1521,3585552
17088,275405817,4,5,5.0,8,40,119697
17089,501836993,4,4,22.0,1,0,0
17090,1026321,12,20,36.0,36433,1407,3668958
17091,13683312,12,19,16.0,36433,2045,4400464
17092,6151792,9,10,8.0,36433,1099,3082427
17093,744903,7,7,9.0,36433,517,2273520
17094,14954720,5,9,21.0,36433,529,892636
17095,15036378,2,3,8.0,36433,10,68905
17096,18496986,3,3,6.0,36433,36,398564
17097,75246510,6,6,8.0,36433,220,2406908
17098,19159855,4,6,14.000000000000002,7,23,85492
17099,111428431,5,11,41.0,7,32,119697
17100,9298152,12,14,20.0,36433,914,3510296
17101,14481880,5,7,17.0,1,0,0
17102,13364,15,27,21.0,36433,2594,5303028
17103,12973892,4,4,8.0,36433,283,1222788
17104,5749162,5,8,8.0,36433,458,1836247
17105,12462062,5,10,11.0,36433,210,1314773
17106,8174142,9,11,15.0,36433,1326,2871055
17107,278392569,5,8,32.0,7,41,102599
17108,386420143,5,11,49.0,7,36,119697
17109,119053424,5,6,15.0,36433,172,1520721
17110,39394932,50,137,90.0,36433,17266,27910691
17111,14562714,8,11,20.0,36433,891,2096307
17112,5640632,66,93,36.0,36433,6019,10491513
17113,15842852,1,1,5.0,36434,61,25079
17114,52127980,3,3,5.0,36433,135,936599
17115,13106852,4,4,7.000000000000001,36433,517,2273520
17116,394561713,4,4,26.0,7,24,102599
17117,4580541,16,19,7.000000000000001,36433,6131,15622394
17118,45753733,5,8,21.0,36433,58,460755
17119,15403485,12,12,8.0,36433,1885,3493926
17120,31466402,2,2,6.0,36433,27,261786
17121,19748371,5,6,10.0,36433,27,213001
17122,54735208,3,3,8.0,36433,518,841364
17123,15534425,3,3,8.0,36433,547,1130093
17124,18162576,2,6,29.0,36433,26,148638
17125,115597733,2,4,28.000000000000004,36433,8,51345
17126,60201129,4,4,14.000000000000002,36433,15,102632
17127,54926948,2,2,17.0,36433,4,34251
17128,647633,5,5,12.0,36433,583,882743
17129,381688396,5,5,14.000000000000002,36433,541,792138
17130,15095331,2,2,13.0,36433,6,51345
17131,14641556,4,4,14.000000000000002,36433,42,374707
17132,20076812,4,4,14.000000000000002,36433,42,374707
17133,18472735,2,2,8.0,36433,38,357634
17134,27766102,4,4,11.0,36433,31,159349
17135,192802705,5,5,14.000000000000002,36433,143,1316774
17136,14529584,3,3,6.0,36433,36,398564
17137,94444692,2,2,29.0,2,2,17137
17138,126576127,2,2,29.0,2,2,17138
17139,73436916,4,4,10.0,36433,57,517400
17140,5803372,1,1,9.0,1,0,0
17141,16935981,2,2,8.0,36433,38,357634
17142,17998650,1,1,8.0,1,0,0
17143,237483035,1,1,5.0,36434,20,114387
17144,33047165,1,1,5.0,36434,20,114387
17145,11154512,22,38,8.0,36433,2320,3318839
17146,17637706,22,30,51.0,36433,144,224364
17147,71362765,6,6,6.0,36435,1213,3040768
17148,161467027,22,37,25.0,36433,975,2796847
17149,393585402,15,17,21.0,36433,225,1211297
17150,14778991,22,25,11.0,36433,4824,7727633
17151,26518795,52,82,55.00000000000001,36433,6316,6938616
17152,60353676,12,12,7.000000000000001,36433,1724,3344670
17153,20383414,12,13,13.0,36433,433,1418333
17154,26836092,28,42,23.0,36433,3861,8166239
17155,15361895,28,32,18.0,36433,4073,6225149
17156,23792942,52,62,36.0,36433,5907,7276230
17157,11003762,7,7,7.000000000000001,36433,559,2093901
17158,217626610,37,42,17.0,36433,2892,5222880
17159,707123,23,24,13.0,36433,4612,8895371
17160,16050193,22,38,8.0,36433,4625,5007005
17161,17637614,22,45,89.0,36433,354,224364
17162,22724182,13,14,7.000000000000001,36433,884,2191302
17163,109458857,8,8,13.0,1,0,0
17164,160096004,21,25,14.000000000000002,36433,1587,2127587
17165,21246945,22,27,8.0,36433,5117,8998472
17166,15856974,16,22,18.0,1,0,0
17167,17467600,19,30,21.0,36433,1585,4944685
17168,19867072,23,53,35.0,36433,3960,7534620
17169,22714674,34,41,17.0,36433,2692,3769421
17170,252159156,5,5,9.0,36433,1356,2616287
17171,15281076,28,28,20.0,36433,2086,3868972
17172,9045242,22,39,11.0,36433,1756,3704075
17173,11892092,4,4,7.000000000000001,1,0,0
17174,14580768,37,48,30.0,36433,5236,7145993
17175,15444646,30,44,13.0,36433,4847,6190802
17176,161305946,22,28,16.0,36433,2186,4127364
17177,20950137,31,64,40.0,36433,1611,5055064
17178,18140897,22,23,42.0,36433,293,224364
17179,21146468,9,10,11.0,1,0,0
17180,19686088,27,33,12.0,36433,3262,4592916
17181,14547854,25,28,14.000000000000002,36433,2675,5268165
17182,18473743,19,29,10.0,36433,3671,4852349
17183,26509224,8,8,8.0,1,0,0
17184,40718256,6,6,9.0,36433,613,2159029
17185,4923341,22,58,28.000000000000004,36433,3883,7183719
17186,376490638,21,21,13.0,36433,1335,2895790
17187,84873155,6,6,7.000000000000001,36433,783,2769101
17188,7545242,16,18,7.000000000000001,36433,517,1550416
17189,17638439,22,37,8.0,36433,2482,3335311
17190,39161915,22,32,63.0,36433,314,224364
17191,15938627,16,17,7.000000000000001,36433,514,1550416
17192,19874460,22,39,27.0,36433,1976,3866817
17193,17637503,22,43,75.0,36433,326,224364
17194,17637553,22,54,104.0,36433,1398,1526146
17195,15840317,27,61,22.0,36433,3872,4967449
17196,84365556,27,39,17.0,36433,7089,7328374
17197,97652422,22,35,12.0,36433,2148,2938061
17198,17637428,22,45,88.0,36433,354,224364
17199,90731613,13,13,17.0,36433,45,257748
17200,17638336,22,36,60.0,36433,299,224364
17201,8858632,52,113,61.0,36433,7702,7522263
17202,222539176,9,12,10.0,36436,1019,2006221
17203,14063605,20,28,26.0,36433,519,1916420
17204,18343056,23,32,20.0,36433,2443,5332084
17205,3339521,43,63,30.0,36433,8966,9831323
17206,110431037,20,20,18.0,36433,1970,3570277
17207,15450122,23,42,6.0,36433,6189,9508707
17208,14913137,42,54,15.0,36433,7052,7406812
17209,9500942,39,46,20.0,36433,6902,10097697
17210,19002473,14,15,13.0,36433,285,1418549
17211,14446422,3,4,5.0,36433,393,705898
17212,17467721,16,19,13.0,36433,382,1603857
17213,29152247,2,2,6.0,36433,463,161324
17214,149736171,21,24,43.0,36433,219,224364
17215,24751263,14,14,13.0,36433,915,1189960
17216,22252971,8,8,10.0,36433,906,2214519
17217,22028034,8,8,5.0,36433,2331,5039465
17218,19581352,7,7,7.000000000000001,36433,769,1696965
17219,15945515,16,25,10.0,36433,1840,5057727
17220,14163701,32,33,24.0,36433,3156,5263627
17221,17639424,22,40,56.99999999999999,36433,317,241837
17222,61191403,22,27,54.0,36433,259,224364
17223,1586811,34,44,42.0,36433,2398,5219452
17224,34476699,19,27,20.0,36433,962,3804891
17225,15444008,16,17,7.000000000000001,36433,301,867202
17226,26066873,23,24,11.0,36433,4235,5740453
17227,21356261,4,4,5.0,36433,1668,1024118
17228,9018772,13,13,6.0,36433,1484,2724692
17229,296434121,2,2,6.0,1,0,0
17230,17461978,39,128,231.0,36433,1854,4890904
17231,56481539,23,28,62.0,36433,6101,4656651
17232,431134491,2,2,6.0,36436,12,132669
17233,16327359,6,6,6.0,36435,2601,3649783
17234,40511475,23,48,116.0,36433,6983,5521485
17235,42080374,3,5,11.0,36435,1446,926806
17236,79387600,9,9,6.0,36436,2067,5062170
17237,15945610,3,3,7.000000000000001,1,0,0
17238,231686330,3,3,31.0,2,4,17238
17239,231605503,3,4,31.0,2,3,17239
17240,20005551,4,4,14.000000000000002,1,0,0
17241,272595921,2,2,7.000000000000001,36435,5,41052
17242,37120633,5,6,6.0,36433,111,668660
17243,21211181,2,2,7.000000000000001,1,0,0
17244,18122642,49,219,79.0,36433,12845,16863268
17245,14254504,49,80,30.0,36433,10211,20401342
17246,14193189,49,232,86.0,36433,16367,26957855
17247,14322057,47,49,17.0,36433,5259,8381877
17248,17333679,49,90,39.0,36433,5737,17872594
17249,12678392,36,40,7.000000000000001,36433,6216,17937551
17250,14652452,49,142,54.0,36433,9482,16651074
17251,7534242,32,37,12.0,36433,5099,15645903
17252,11922692,49,255,96.0,36433,14309,16864593
17253,14486811,24,24,16.0,36433,2020,12228943
17254,13041272,49,76,21.0,36433,7401,17524877
17255,16910946,49,80,35.0,36433,5812,17980313
17256,14736912,49,67,28.000000000000004,36433,5574,17309496
17257,15581082,49,149,52.0,36433,10316,19404329
17258,15831762,49,247,80.0,36433,21585,36358337
17259,19346806,24,25,10.0,36433,2374,6915875
17260,17163743,49,116,79.0,36433,5325,8791050
17261,18863894,49,115,45.0,36433,7243,18453147
17262,15637825,48,61,39.0,36433,2788,8261254
17263,12652382,49,94,42.0,36433,5797,8290967
17264,6190542,42,56,22.0,36433,3840,6697566
17265,5655872,41,45,24.0,36433,3087,6613480
17266,85618686,46,51,20.0,36433,5369,15124681
17267,39445335,47,60,25.0,36433,6474,17057144
17268,14207200,49,69,36.0,36433,4731,7701728
17269,9268772,49,76,29.0,36433,5651,8399564
17270,14544162,49,106,44.0,36433,8430,18685017
17271,64472108,16,19,9.0,36433,1838,6495282
17272,111658937,33,35,10.0,36433,5755,16097884
17273,16920080,44,68,33.0,36433,5431,15340892
17274,14151096,49,73,15.0,36433,8467,18367411
17275,14098398,49,70,20.0,36433,5990,9035441
17276,27884585,43,55,13.0,36433,6153,9745966
17277,10788872,49,72,36.0,36433,6207,18208862
17278,16097029,34,40,17.0,36433,2637,4311027
17279,14098332,44,54,21.0,36433,3976,7603035
17280,15809173,36,41,16.0,36433,4458,15240881
17281,15393582,49,89,46.0,36433,3925,5499076
17282,16906892,49,60,29.0,36433,3413,6052283
17283,16913151,27,27,12.0,36433,3279,6337013
17284,18988675,49,113,39.0,36433,8795,17495066
17285,17453598,49,120,48.0,36433,9335,13546134
17286,15269064,37,43,12.0,36433,4515,8092920
17287,32445507,49,101,27.0,36433,8830,17944977
17288,19343218,49,147,50.0,36433,7268,9303185
17289,14933478,49,93,49.0,36433,4379,7495601
17290,16616494,44,49,27.0,36433,2043,3487272
17291,15056788,49,70,35.0,36433,5006,15501864
17292,14178988,49,101,51.0,36433,3764,9105776
17293,7495132,49,97,23.0,36433,9302,18874851
17294,15764490,49,71,27.0,36433,6584,16940628
17295,29734071,49,109,32.0,36433,8611,11676209
17296,18673920,27,28,9.0,36433,2824,5829318
17297,15743570,49,178,75.0,36433,9270,20671892
17298,18342947,49,70,29.0,36433,5105,7666950
17299,15985955,43,54,32.0,36433,1963,5040704
17300,62336571,30,36,12.0,36433,3834,14114450
17301,51154947,32,33,10.0,36433,4590,14824818
17302,14240103,49,69,32.0,36433,6008,15938635
17303,15345111,49,143,45.0,36433,9046,11074171
17304,14417969,49,80,21.0,36433,6759,9742467
17305,26021668,32,39,16.0,36433,3356,8518164
17306,14637048,49,95,31.0,36433,8505,18971696
17307,15178133,49,61,20.0,36433,5113,7697551
17308,23570090,21,22,9.0,36433,2092,3808376
17309,10718322,49,141,47.0,36433,9868,19059414
17310,9015112,49,83,42.0,36433,4548,8254150
17311,124745432,15,15,8.0,36433,773,2604584
17312,14756822,49,124,61.0,36433,7484,10462746
17313,16742925,28,31,12.0,36433,2354,6126357
17314,19006934,49,102,37.0,36433,7537,16927864
17315,14942713,43,51,22.0,36433,3883,7961338
17316,13027572,49,75,33.0,36433,5805,16046728
17317,22022795,49,150,56.99999999999999,36433,7788,20578360
17318,20609086,49,116,36.0,36433,7492,9236811
17319,20690158,33,34,14.000000000000002,36433,3178,6749596
17320,17337067,12,12,10.0,36433,1369,5087626
17321,56166348,48,75,34.0,36433,3105,5582693
17322,46581112,22,27,8.0,36433,3180,6588887
17323,30564813,49,65,21.0,36433,4942,8284304
17324,6567572,44,50,17.0,36433,5089,14747794
17325,92030553,7,7,7.000000000000001,36433,935,4203955
17326,19132347,39,49,16.0,36433,4764,15226885
17327,2860701,27,27,10.0,36433,4323,14394806
17328,14774895,48,68,23.0,36433,6289,16580127
17329,19814562,25,25,9.0,36433,2977,6513316
17330,18159633,33,37,14.000000000000002,36433,3875,8575823
17331,14681621,33,37,24.0,36433,2232,6000174
17332,100591206,13,13,7.000000000000001,36433,1909,4580278
17333,23006821,18,19,10.0,36433,1285,5433294
17334,17850816,20,20,10.0,36433,1613,5161147
17335,17461932,15,15,14.000000000000002,36433,290,1031200
17336,53792610,28,31,20.0,36433,1751,12578995
17337,204115202,12,12,7.000000000000001,36433,1069,2860307
17338,5489202,24,24,13.0,36433,2419,6332575
17339,14647871,21,21,13.0,36433,1587,4290088
17340,20756861,14,14,7.000000000000001,36433,1678,4429081
17341,15878470,49,64,36.0,36433,3143,6514225
17342,39069544,15,15,6.0,36433,2262,5351151
17343,10876852,36,49,51.0,36433,21,63156
17344,46985792,22,22,17.0,1,0,0
17345,16105217,48,121,60.0,36433,5810,8994183
17346,16336800,49,62,22.0,36433,5684,15790170
17347,16072024,10,11,7.000000000000001,36433,1237,4776274
17348,12735712,33,34,17.0,36433,4532,15719904
17349,42837007,39,49,14.000000000000002,36433,4595,7126277
17350,16599654,17,17,7.000000000000001,36433,3760,14563686
17351,31162267,20,20,10.0,36433,2869,7410348
17352,14852981,16,16,11.0,36433,1430,3376380
17353,30529238,11,11,6.0,36433,2859,14237457
17354,53870594,34,43,28.000000000000004,36433,3363,14664158
17355,17960017,18,18,13.0,36433,2155,12907129
17356,16518860,21,21,17.0,36433,1255,3299569
17357,19119804,27,31,21.0,36433,1167,3638561
17358,104469678,6,7,13.0,36433,43,369644
17359,8946142,10,11,8.0,36433,1150,2607938
17360,24000067,19,19,13.0,36433,1529,5905071
17361,3249,7,7,9.0,36433,135,687741
17362,22451150,1,1,5.0,36434,49,21297
17363,22476806,2,2,6.0,1,0,0
17364,81583141,15,15,11.0,36433,281,1140896
17365,369513492,2,2,8.0,1,0,0
17366,783032,3,3,6.0,36433,46,48017
17367,15005596,7,7,9.0,36433,68,600960
17368,455660499,1,1,5.0,36434,7,17354
17369,12584302,1,1,5.0,36434,1256,9247074
17370,15783124,26,40,18.0,36433,4473,15885484
17371,25040554,26,32,16.0,36433,1461,598735
17372,436187252,7,8,5.0,36434,847,1870019
17373,107,26,28,26.0,36433,9910,20303611
17374,389574072,3,3,9.0,1,0,0
17375,71948626,40,69,10.0,36433,18578,21927799
17376,15846682,38,45,85.0,36433,17207,31111476
17377,21816783,22,38,8.0,36433,5331,8045670
17378,3496641,46,139,56.99999999999999,36433,13518,19117825
17379,18205248,22,23,6.0,36433,11468,14749869
17380,14927205,26,73,20.0,36433,8689,13328653
17381,15382307,26,32,15.0,36433,836,619717
17382,47802716,26,52,15.0,36433,9247,22528144
17383,19453252,8,8,7.000000000000001,1,0,0
17384,7745472,46,152,73.0,36433,12618,30291413
17385,18845200,26,51,23.0,36433,10842,21266378
17386,23902126,26,37,24.0,36433,658,630889
